,name,start_clash,target_clash,rmsd,glide_score,score_no_vdw,modified_score_no_vdws
1776,"81_0,-1,1_10,0,-10",45.0762728,23.80244552,3.743082534,10000,-5.96,-5.96
1777,"81_0,-1,1_10,0,-5",63.29416087,24.80384106,3.694334205,10000,-4.88,-4.88
1778,"81_0,-1,1_15,-10,-15",69.13609209,29.31259486,4.096734131,10000,-5.22,-5.22
1779,"81_0,-1,1_15,-10,-10",65.31761558,22.79776786,4.032766204,10000,-4.17,-4.17
1780,"81_0,-1,1_15,-10,-5",75.38925783,28.67749167,4.001836188,10000,-6.165,-6.165
1781,"81_0,-1,1_15,-5,-15",57.83593023,26.83548667,4.009345126,10000,-6.055,-6.055
1782,"81_0,-1,1_15,-5,-10",52.86238919,20.4837589,3.932727931,10000,-5.215,-5.215
1783,"81_0,-1,1_15,-5,-5",66.41522798,25.04235524,3.890328568,10000,-5.49,-5.49
1784,"81_0,-1,1_15,0,-10",46.97476688,25.73686983,3.851662146,10000,-6.56,-6.56
1785,"81_0,-1,1_15,0,-5",60.67518638,27.93433989,3.799111423,10000,-4.96,-4.96
1786,"82_0,-1,1_0,0,0",38.71968855,29.36733344,1.844022464,10000,-3.385,-3.385
1787,"82_0,-1,1_5,5,-5",37.90972137,29.80179785,1.916067647,10000,-4.915,-4.915
1788,"93_0,-1,1_0,5,0",38.51245496,29.63412878,1.943365738,10000,-3.745,-3.745
1789,"104_0,-1,1_5,0,0",82.57128834,27.70182727,3.380258849,10000,-10.42,-10.42
1790,"105_0,-1,1_15,-20,-10",74.13491908,28.06209763,2.729764768,10000,-0.71,-0.71
1791,"105_0,-1,1_15,-20,-5",88.3885229,28.94663926,2.709446171,10000,-1.28,-1.28
1792,"105_0,-1,1_15,-15,-10",63.62462445,29.30542224,2.568046326,10000,-2.84,-2.84
1793,"105_0,-1,1_20,-20,-10",90.44825546,28.97751238,2.879799144,10000,-0.785,-0.785
1794,"105_0,-1,1_20,-15,-10",72.49887822,24.41874913,2.706210914,10000,-2.845,-2.845
1795,"105_0,-1,1_20,-15,-5",84.5710185,29.20353351,2.681786223,10000,-2.325,-2.325
1796,"105_0,-1,1_25,-15,-10",90.56391901,27.14050606,2.877582064,10000,-2.985,-2.985
1797,"105_0,-1,1_25,-10,-10",81.62836324,26.0041979,2.724602046,10000,-3.225,-3.225
1798,"131_0,-1,1_10,-5,10",79.39967935,25.20243683,3.517769036,10000,-5.255,-5.255
1799,"131_0,-1,1_10,0,10",76.42312489,23.47732151,3.438978622,10000,-8.155,-8.155
1800,"131_0,-1,1_10,0,15",69.47605701,28.6189375,3.474406857,10000,-4.24,-4.24
1801,"131_0,-1,1_10,5,10",73.55801035,29.41546373,3.396179585,10000,-8.62,-8.62
1802,"131_0,-1,1_15,-5,10",79.30494413,28.04651161,3.611536699,10000,-5.785,-5.785
1803,"131_0,-1,1_15,0,5",81.27401647,29.61333002,3.532748671,10000,-7.615,-7.615
1804,"131_0,-1,1_15,0,10",78.88249324,24.03780074,3.5191312,10000,-7.6,-7.6
1805,"131_0,-1,1_15,5,10",77.98731386,27.60396426,3.461163687,10000,-32.845,-20
1806,"131_0,-1,1_20,0,10",79.77334135,28.60227558,3.612044502,10000,-6.615,-6.615
1807,"131_0,-1,1_20,5,10",80.46734034,29.73878473,3.540420201,10000,-9.21,-9.21
1808,"155_0,-1,1_5,-5,-5",51.39575402,27.29830021,3.409199676,10000,-4.325,-4.325
1809,"155_0,-1,1_5,-5,0",63.27848078,26.44837528,3.409697042,10000,-1.805,-1.805
1810,"155_0,-1,1_5,0,-5",38.29572585,24.58513457,3.366576434,10000,-6.885,-6.885
1811,"155_0,-1,1_5,0,0",44.39544262,23.13767182,3.320757396,10000,-3.89,-3.89
1812,"155_0,-1,1_5,5,0",41.06433143,28.79381944,3.304047171,10000,-5.66,-5.66
1813,"155_0,-1,1_10,-5,-5",53.26573996,27.90354921,3.511508983,10000,-4.14,-4.14
1814,"155_0,-1,1_10,-5,0",70.95634464,29.48153337,3.508878475,10000,-2.795,-2.795
1815,"155_0,-1,1_10,0,-5",38.7177975,23.94280571,3.452036005,10000,-6.67,-6.67
1816,"155_0,-1,1_10,0,0",49.38808599,24.27998519,3.442329654,10000,-3.25,-3.25
1817,"155_0,-1,1_10,5,-5",36.39187121,28.25931503,3.421066987,10000,-8.05,-8.05
1818,"155_0,-1,1_10,5,0",41.24005332,26.85777307,3.405903944,10000,-6.435,-6.435
1819,"155_0,-1,1_15,0,-5",42.86340767,27.43400219,3.558068737,10000,-6.365,-6.365
1820,"155_0,-1,1_15,5,-5",37.70966778,28.64426329,3.510507631,10000,-7.69,-7.69
1821,"155_0,-1,1_15,5,0",46.17499818,29.71869415,3.487897153,10000,-6.62,-6.62
1822,"158_0,-1,1_5,-5,0",83.39655603,26.6327354,3.504256434,10000,-6.175,-6.175
1823,"158_0,-1,1_5,-5,5",99.35164119,25.97084379,3.532509516,10000,-7.08,-7.08
1824,"158_0,-1,1_5,0,0",63.31208914,25.45687653,3.402822761,10000,-3.425,-3.425
1825,"158_0,-1,1_5,0,5",78.56362049,25.9775032,3.465636014,10000,-4.965,-4.965
1826,"158_0,-1,1_5,5,0",50.09268815,28.00494268,3.371939851,10000,-5.555,-5.555
1827,"158_0,-1,1_10,-10,0",92.58724385,23.62888722,3.71759467,10000,-3.455,-3.455
1828,"158_0,-1,1_10,-5,0",76.9142453,19.75684766,3.612601232,10000,-4.125,-4.125
1829,"158_0,-1,1_10,-5,5",97.44496267,18.96040175,3.635492025,10000,-4.86,-4.86
1830,"158_0,-1,1_10,0,-5",54.44518924,29.61929756,3.522330275,10000,-6.64,-6.64
1831,"158_0,-1,1_10,0,0",60.6037284,18.57018141,3.496649967,10000,-3.275,-3.275
1832,"158_0,-1,1_10,0,5",81.96336917,18.35429349,3.551391929,10000,-7.115,-7.115
1833,"158_0,-1,1_10,5,0",48.67079541,21.0414038,3.447920811,10000,-5.4,-5.4
1834,"158_0,-1,1_10,5,5",66.49957705,21.99800232,3.459127938,10000,-3.115,-3.115
1835,"158_0,-1,1_10,10,0",47.58613502,29.31387279,3.431122205,10000,-8.235,-8.235
1836,"158_0,-1,1_10,10,5",59.80220887,29.50055939,3.438148828,10000,-4.005,-4.005
1837,"158_0,-1,1_15,-10,0",84.60086421,23.4999731,3.854079174,10000,-5.105,-5.105
1838,"158_0,-1,1_15,-5,-5",64.77173923,28.51258375,3.724027728,10000,-6.54,-6.54
1839,"158_0,-1,1_15,-5,0",70.88170133,17.91417795,3.736824302,10000,-3.895,-3.895
1840,"158_0,-1,1_15,-5,5",97.03421489,21.76541544,3.753017268,10000,-3.675,-3.675
1841,"158_0,-1,1_15,0,-5",53.07257045,27.22039707,3.640249062,10000,-7.27,-7.27
1842,"158_0,-1,1_15,0,0",57.30510749,15.98189439,3.608506983,10000,-3.86,-3.86
1843,"158_0,-1,1_15,0,5",84.05705757,18.05172816,3.653598245,10000,-4.635,-4.635
1844,"158_0,-1,1_15,5,-5",45.76052606,27.70564612,3.583466646,10000,-7.635,-7.635
1845,"158_0,-1,1_15,5,0",46.735672,17.43387818,3.543681544,10000,-4.365,-4.365
1846,"158_0,-1,1_15,5,5",70.60714865,19.82321686,3.545639404,10000,-3.49,-3.49
1847,"158_0,-1,1_15,10,0",45.27840262,24.21030955,3.509465083,10000,-7.335,-7.335
1848,"158_0,-1,1_15,10,5",62.09632102,25.25527931,3.505999109,10000,-4.4,-4.4
1849,"158_0,-1,1_20,-5,0",69.29330764,23.2656664,3.874503732,10000,-3.82,-3.82
1850,"158_0,-1,1_20,0,-5",56.79926061,28.69157381,3.774601186,10000,-7.075,-7.075
1851,"158_0,-1,1_20,0,0",56.45353295,18.72200547,3.735965933,10000,-4.76,-4.76
1852,"158_0,-1,1_20,0,5",85.62732979,25.66692693,3.770174624,10000,-2.56,-2.56
1853,"158_0,-1,1_20,5,-5",50.09418629,29.24840035,3.70495571,10000,-7.465,-7.465
1854,"158_0,-1,1_20,5,0",45.88316885,18.2726596,3.656971594,10000,-4.99,-4.99
1855,"158_0,-1,1_20,5,5",72.94940866,23.8055326,3.648718191,10000,-2.7,-2.7
1856,"158_0,-1,1_20,10,0",43.8557386,22.96377979,3.607018479,10000,-5.425,-5.425
1857,"158_0,-1,1_20,10,5",64.29339563,26.65688168,3.591878365,10000,-3.855,-3.855
1858,"158_0,-1,1_25,0,0",60.63645308,27.95096714,3.876569076,10000,-4.45,-4.45
1859,"158_0,-1,1_25,5,0",49.6402512,24.68466209,3.785398215,10000,-5.31,-5.31
1860,"158_0,-1,1_25,10,0",47.00025204,26.77835261,3.720493891,10000,-5.225,-5.225
1861,"161_0,-1,1_0,-20,-10",98.35383991,29.43219284,3.717673948,10000,-8.9,-8.9
1862,"161_0,-1,1_0,-15,-10",80.46760945,21.15643054,3.622405301,10000,-11.695,-11.695
1863,"161_0,-1,1_0,-15,-5",85.65171215,22.56812154,3.60017673,10000,-9.895,-9.895
1864,"161_0,-1,1_0,-10,-10",63.38935696,19.07220398,3.547882083,10000,-7.97,-7.97
1865,"161_0,-1,1_0,-10,-5",72.44070221,19.56051944,3.518049573,10000,-12.12,-12.12
1866,"161_0,-1,1_0,-5,-10",54.34407127,25.64542675,3.496012303,10000,-6.19,-6.19
1867,"161_0,-1,1_0,-5,-5",63.6243918,24.86865811,3.460329776,10000,-7.955,-7.955
1868,"161_0,-1,1_5,-20,-15",83.3476291,24.56107407,3.872978946,10000,-5.91,-5.91
1869,"161_0,-1,1_5,-20,-10",88.3294989,19.9025334,3.829011579,10000,-6.785,-6.785
1870,"161_0,-1,1_5,-20,-5",93.13554271,29.36518126,3.821509336,10000,-4.67,-4.67
1871,"161_0,-1,1_5,-15,-15",66.64449983,17.71658155,3.777105533,10000,-5.45,-5.45
1872,"161_0,-1,1_5,-15,-10",76.74418306,12.50978253,3.721315148,10000,-8.83,-8.83
1873,"161_0,-1,1_5,-15,-5",86.83644339,19.16988918,3.70351372,10000,-7.125,-7.125
1874,"161_0,-1,1_5,-10,-15",51.29885586,16.66670505,3.698841152,10000,-4.71,-4.71
1875,"161_0,-1,1_5,-10,-10",63.56756362,10.1790039,3.632708565,10000,-9.215,-9.215
1876,"161_0,-1,1_5,-10,-5",78.15696342,13.99945825,3.605797148,10000,-13.74,-13.74
1877,"161_0,-1,1_5,-10,0",83.3237209,28.14129757,3.619186453,10000,-5.335,-5.335
1878,"161_0,-1,1_5,-5,-15",43.93771792,23.5826491,3.639933599,10000,-5.51,-5.51
1879,"161_0,-1,1_5,-5,-10",53.37892274,14.58712112,3.565311236,10000,-5.9,-5.9
1880,"161_0,-1,1_5,-5,-5",68.44558781,15.65156492,3.530813587,10000,-12.355,-12.355
1881,"161_0,-1,1_5,-5,0",76.51222367,27.99992998,3.537878086,10000,-7.17,-7.17
1882,"161_0,-1,1_5,0,-10",54.33514628,29.35468738,3.520866031,10000,-3.775,-3.775
1883,"161_0,-1,1_5,0,-5",63.92817989,26.76769239,3.480618402,10000,-7.375,-7.375
1884,"161_0,-1,1_10,-20,-15",75.13668228,17.66294996,3.99697815,10000,-4.88,-4.88
1885,"161_0,-1,1_10,-20,-10",80.53625408,19.29948151,3.958849275,10000,-9.49,-9.49
1886,"161_0,-1,1_10,-15,-20",70.46910601,28.99142854,3.976944291,10000,-5.025,-5.025
1887,"161_0,-1,1_10,-15,-15",62.11834668,10.93414117,3.89141664,10000,-5.49,-5.49
1888,"161_0,-1,1_10,-15,-10",73.20222053,11.31638282,3.840224502,10000,-6.285,-6.285
1889,"161_0,-1,1_10,-15,-5",85.68107889,21.51549356,3.825140206,10000,-5.855,-5.855
1890,"161_0,-1,1_10,-10,-20",59.00235592,28.70346297,3.900280793,10000,-6,-6
1891,"161_0,-1,1_10,-10,-15",49.63606927,10.58769701,3.802037077,10000,-6.06,-6.06
1892,"161_0,-1,1_10,-10,-10",63.35578747,8.741420095,3.738999754,10000,-7.78,-7.78
1893,"161_0,-1,1_10,-10,-5",82.20445605,15.96604854,3.71344993,10000,-8.87,-8.87
1894,"161_0,-1,1_10,-5,-15",41.42232711,16.55471897,3.730703333,10000,-6.135,-6.135
1895,"161_0,-1,1_10,-5,-10",54.42610646,12.0192144,3.657418327,10000,-6.795,-6.795
1896,"161_0,-1,1_10,-5,-5",75.08480023,16.10552033,3.622700052,10000,-12.67,-12.67
1897,"161_0,-1,1_10,-5,0",88.45859816,29.27015106,3.627921129,10000,-8.22,-8.22
1898,"161_0,-1,1_10,0,-10",52.88263323,24.01100504,3.597455603,10000,-3.12,-3.12
1899,"161_0,-1,1_10,0,-5",69.51915005,23.71063607,3.555207799,10000,-7.5,-7.5
1900,"161_0,-1,1_15,-20,-15",77.90196846,23.09417694,4.13837515,10000,-4.845,-4.845
1901,"161_0,-1,1_15,-20,-10",79.31218345,24.84655692,4.104494724,10000,-7.61,-7.61
1902,"161_0,-1,1_15,-15,-20",74.80303729,29.5459052,4.104982919,10000,-4.905,-4.905
1903,"161_0,-1,1_15,-15,-15",64.58310113,13.47657523,4.024493168,10000,-3.24,-3.24
1904,"161_0,-1,1_15,-15,-10",70.5716335,14.39414524,3.976480199,10000,-7.44,-7.44
1905,"161_0,-1,1_15,-15,-5",82.79804162,26.86182692,3.962493785,10000,-8.045,-8.045
1906,"161_0,-1,1_15,-10,-20",64.19819179,27.78234808,4.019971111,10000,-5.905,-5.905
1907,"161_0,-1,1_15,-10,-15",52.87950924,11.585503,3.925376744,10000,-5.405,-5.405
1908,"161_0,-1,1_15,-10,-10",62.34696128,10.95059787,3.864213811,10000,-5.97,-5.97
1909,"161_0,-1,1_15,-10,-5",81.25243211,20.41993608,3.838553332,10000,-6.505,-6.505
1910,"161_0,-1,1_15,-5,-15",44.10910061,16.01241541,3.842949424,10000,-6.24,-6.24
1911,"161_0,-1,1_15,-5,-10",54.38885548,13.19502367,3.769991763,10000,-6.32,-6.32
1912,"161_0,-1,1_15,-5,-5",76.90362068,19.63953446,3.733740091,10000,-8.59,-8.59
1913,"161_0,-1,1_15,0,-15",45.3159716,28.58958084,3.77894811,10000,-7.565,-7.565
1914,"161_0,-1,1_15,0,-10",51.21107623,22.94563249,3.695935126,10000,-4.75,-4.75
1915,"161_0,-1,1_15,0,-5",72.63957481,25.33845071,3.650529952,10000,-7.085,-7.085
1916,"161_0,-1,1_20,-15,-15",77.80873089,27.35465186,4.173579749,10000,-4.345,-4.345
1917,"161_0,-1,1_20,-15,-10",75.94746572,23.66714166,4.12738285,10000,-5.525,-5.525
1918,"161_0,-1,1_20,-10,-15",63.39440955,20.16744061,4.06613634,10000,-4.26,-4.26
1919,"161_0,-1,1_20,-10,-10",64.41719977,16.61763876,4.005672844,10000,-3.825,-3.825
1920,"161_0,-1,1_20,-10,-5",79.0464462,26.93962684,3.97855843,10000,-10.11,-10.11
1921,"161_0,-1,1_20,-5,-15",52.57152453,21.45770702,3.974038265,10000,-5.385,-5.385
1922,"161_0,-1,1_20,-5,-10",54.97976866,16.93978111,3.900444203,10000,-5.305,-5.305
1923,"161_0,-1,1_20,-5,-5",75.07720166,24.70206818,3.861477215,10000,-5.815,-5.815
1924,"161_0,-1,1_20,0,-10",50.62487595,24.17451519,3.81389235,10000,-5.16,-5.16
1925,"161_0,-1,1_20,0,-5",71.15546067,28.53562812,3.764316173,10000,-4.285,-4.285
1926,"161_0,-1,1_25,-5,-10",62.09928022,26.05313161,4.046106399,10000,-3.42,-3.42
1927,"161_0,-1,1_25,0,-10",54.234675,29.50876282,3.948729325,10000,-4.84,-4.84
1928,"283_0,-1,1_-5,0,0",42.17477287,27.88441558,2.108118449,10000,-4.59,-4.59
1929,"283_0,-1,1_0,-5,0",44.54989218,27.82638645,2.119519465,10000,-4.465,-4.465
1930,"283_0,-1,1_0,0,0",39.17509033,22.3513847,2.088287799,10000,-4.405,-4.405
1931,"283_0,-1,1_0,0,5",46.13185995,28.38364731,2.138173551,10000,-3.845,-3.845
1932,"283_0,-1,1_0,5,0",43.55998469,23.54368801,2.118275418,10000,-3.485,-3.485
1933,"283_0,-1,1_0,5,5",48.24999806,26.76797226,2.173430475,10000,-3.005,-3.005
1934,"283_0,-1,1_5,-5,0",50.54304335,28.76222248,2.180100166,10000,-4.605,-4.605
1935,"283_0,-1,1_5,0,0",44.12030741,23.21988474,2.119672316,10000,-3.84,-3.84
1936,"283_0,-1,1_5,0,5",49.84335757,29.19669328,2.163951981,10000,-4.17,-4.17
1937,"283_0,-1,1_5,5,0",44.53583491,23.14967768,2.118595723,10000,-3.53,-3.53
1938,"283_0,-1,1_5,5,5",48.95186739,26.67340315,2.166548493,10000,-3.67,-3.67
1939,"283_0,-1,1_5,10,0",51.31322001,29.33648925,2.176966679,10000,-3.26,-3.26
1940,"283_0,-1,1_5,10,5",53.21640412,29.31450273,2.22948048,10000,-3.055,-3.055
1941,"283_0,-1,1_10,0,0",50.9587171,25.83996536,2.199852348,10000,-3.745,-3.745
1942,"283_0,-1,1_10,5,0",48.56012462,25.44871609,2.169359822,10000,-3.725,-3.725
1943,"283_0,-1,1_10,5,5",53.86934127,29.60948442,2.206496753,10000,-3.955,-3.955
1944,"283_0,-1,1_15,5,0",54.10184909,29.75872396,2.266816371,10000,-3.54,-3.54
1945,"144_0,1,0_0,5,0",47.43235671,29.09796318,1.688981529,10000,-3.135,-3.135
1946,"144_0,1,0_5,5,0",39.98015327,27.87225859,1.633725507,10000,-4.445,-4.445
1947,"144_0,1,0_5,10,0",36.00551796,27.5302341,1.677774589,10000,-4.505,-4.505
1948,"144_0,1,0_5,10,5",38.83224072,28.22684131,1.7106356,10000,-3.92,-3.92
1949,"144_0,1,0_10,10,0",34.28618828,28.94757821,1.64918372,10000,-4.655,-4.655
1950,"18_1,-1,-1_-25,10,-25",88.25996865,27.77834973,3.179488926,10000,-7.715,-7.715
1951,"18_1,-1,-1_-25,15,-25",83.60884081,22.92583289,3.141914931,10000,-4.96,-4.96
1952,"18_1,-1,-1_-25,15,-20",74.72280497,22.14413756,3.145301009,10000,-6.025,-6.025
1953,"18_1,-1,-1_-25,20,-25",90.17191765,28.65673992,3.126509099,10000,-2.33,-2.33
1954,"18_1,-1,-1_-25,20,-20",74.58940189,21.67440305,3.123787338,10000,-4.24,-4.24
1955,"18_1,-1,-1_-20,10,-25",83.2494929,22.17294502,3.290459762,10000,-5.14,-5.14
1956,"18_1,-1,-1_-20,10,-20",79.27779519,22.29188441,3.284492851,10000,-5.14,-5.14
1957,"18_1,-1,-1_-20,15,-25",84.15059734,19.96205638,3.241156098,10000,-3.975,-3.975
1958,"18_1,-1,-1_-20,15,-20",73.66903214,14.71149302,3.225287353,10000,-5.05,-5.05
1959,"18_1,-1,-1_-20,15,-15",73.63325041,23.27746064,3.250153822,10000,-4.41,-4.41
1960,"18_1,-1,-1_-20,20,-25",95.4525648,28.65777762,3.213405947,10000,-2.52,-2.52
1961,"18_1,-1,-1_-20,20,-20",79.70254485,16.67890641,3.188852899,10000,-4.595,-4.595
1962,"18_1,-1,-1_-20,20,-15",70.79917308,19.26472806,3.2063171,10000,-4.075,-4.075
1963,"18_1,-1,-1_-20,25,-20",92.58386132,27.35703658,3.176253124,10000,-2.72,-2.72
1964,"18_1,-1,-1_-20,25,-15",77.67937448,23.26538825,3.187402847,10000,-3.635,-3.635
1965,"18_1,-1,-1_-15,10,-25",84.44637569,25.95045641,3.440299553,10000,-3.605,-3.605
1966,"18_1,-1,-1_-15,10,-20",77.56731171,21.81566406,3.417957246,10000,-3.655,-3.655
1967,"18_1,-1,-1_-15,10,-15",82.33285885,29.99077869,3.432319902,10000,-3.775,-3.775
1968,"18_1,-1,-1_-15,15,-25",89.3432186,26.39120721,3.381393428,10000,-2.83,-2.83
1969,"18_1,-1,-1_-15,15,-20",77.4372549,16.40470637,3.346813776,10000,-3.62,-3.62
1970,"18_1,-1,-1_-15,15,-15",72.43473577,19.0857407,3.350620573,10000,-3.21,-3.21
1971,"18_1,-1,-1_-15,20,-20",88.05618631,20.20850387,3.297452319,10000,-3.63,-3.63
1972,"18_1,-1,-1_-15,20,-15",75.68781241,16.19113612,3.291561656,10000,-3.395,-3.395
1973,"18_1,-1,-1_-15,20,-10",74.2876855,26.17362619,3.32565203,10000,-2.24,-2.24
1974,"18_1,-1,-1_-15,25,-15",87.83944785,21.22889554,3.256833777,10000,-3.09,-3.09
1975,"18_1,-1,-1_-15,25,-10",78.79701766,25.45003716,3.283753676,10000,-2.48,-2.48
1976,"18_1,-1,-1_-10,15,-20",89.5484966,27.2661825,3.504695111,10000,-2.795,-2.795
1977,"18_1,-1,-1_-10,15,-15",80.03548249,23.56474914,3.488001953,10000,-2.8,-2.8
1978,"18_1,-1,-1_-10,20,-15",86.34949247,21.47494428,3.416221057,10000,-3.06,-3.06
1979,"18_1,-1,-1_-10,20,-10",77.98545593,23.72092628,3.425554228,10000,-2.595,-2.595
1980,"18_1,-1,-1_-10,25,-10",87.17922762,22.87981338,3.367934082,10000,-2.405,-2.405
1981,"18_1,-1,-1_-5,20,-10",91.57397937,29.11166352,3.560678935,10000,-2.89,-2.89
1982,"18_1,-1,-1_-5,25,-5",90.31869248,29.35624913,3.50152613,10000,-2.87,-2.87
1983,"21_1,1,1_0,0,-5",87.0002421,28.97477791,2.437162161,10000,-3.89,-3.89
1984,"21_1,1,1_0,5,-10",81.51119702,29.92623652,2.509707132,10000,-5.04,-5.04
1985,"21_1,1,1_0,5,-5",81.06032316,25.71980125,2.50722253,10000,-3.42,-3.42
1986,"21_1,1,1_5,5,-10",77.61292417,29.41437444,2.460745627,10000,-5.12,-5.12
1987,"21_1,1,1_5,5,-5",79.03710958,26.56601679,2.453814329,10000,-3.685,-3.685
1988,"21_1,1,1_5,10,-5",81.15496735,28.8482808,2.544702811,10000,-3.815,-3.815
1989,"23_1,1,1_0,5,-5",78.4762898,25.99168165,2.48245155,10000,-3.82,-3.82
1990,"23_1,1,1_5,5,-5",75.72369085,26.42238706,2.42750545,10000,-3.995,-3.995
1991,"23_1,1,1_5,10,-5",79.42148209,29.09632427,2.520685932,10000,-4.255,-4.255
1992,"24_1,1,1_5,-5,0",81.30698598,28.05318151,4.19339358,10000,-11.605,-11.605
1993,"24_1,1,1_10,-5,0",73.40715514,29.85809444,4.279111872,10000,-8.51,-8.51
1994,"32_1,1,1_-5,5,-5",93.14454551,26.53551966,2.468697227,10000,-16.765,-16.765
1995,"32_1,1,1_0,0,-5",88.78012237,29.32061369,2.332051645,10000,-4.915,-4.915
1996,"32_1,1,1_0,5,-5",83.62382121,22.94046108,2.378237189,10000,-7.63,-7.63
1997,"32_1,1,1_0,10,-5",88.78146038,24.68260303,2.474009987,10000,-3.035,-3.035
1998,"32_1,1,1_5,5,-10",69.3743166,29.81574923,2.416682601,10000,-2.755,-2.755
1999,"32_1,1,1_5,5,-5",74.52759569,24.73499885,2.33297953,10000,-4.255,-4.255
2000,"32_1,1,1_5,10,-10",71.58149508,28.2697181,2.47682167,10000,-1.41,-1.41
2001,"32_1,1,1_5,10,-5",76.99174266,23.79780941,2.402972628,10000,-3.145,-3.145
2002,"32_1,1,1_10,10,-10",62.95319465,29.65459849,2.460960701,10000,-2.78,-2.78
2003,"32_1,1,1_10,10,-5",68.1803058,27.23385755,2.432557226,10000,-2.325,-2.325
2004,"38_1,1,1_-5,10,-5",79.53807034,28.16883783,2.490141176,10000,-3.23,-3.23
2005,"38_1,1,1_0,10,-5",70.74266485,26.36114365,2.398332796,10000,-3.1,-3.1
2006,"42_1,1,1_0,5,0",61.3750553,29.36421999,1.915099722,10000,-5.05,-5.05
2007,"42_1,1,1_0,10,-5",66.53838038,28.00424771,1.976735314,10000,-4.895,-4.895
2008,"42_1,1,1_5,5,-5",53.20604992,29.63117391,1.888623598,10000,-5.08,-5.08
2009,"42_1,1,1_5,5,0",51.89579434,27.60978096,1.892044853,10000,-4.925,-4.925
2010,"42_1,1,1_5,10,-5",56.52713521,24.32632556,1.927970862,10000,-4.905,-4.905
2011,"42_1,1,1_5,10,0",57.66828231,25.49872599,1.942092186,10000,-4.805,-4.805
2012,"42_1,1,1_5,15,-5",68.19778101,27.39386516,2.026333448,10000,-4.355,-4.355
2013,"42_1,1,1_10,10,-5",50.36743079,23.70169346,1.941235096,10000,-4.185,-4.185
2014,"42_1,1,1_10,10,0",51.04940175,25.02335336,1.944571041,10000,-3.765,-3.765
2015,"42_1,1,1_10,15,-5",58.79389592,23.79918457,2.008545453,10000,-3.615,-3.615
2016,"42_1,1,1_10,15,0",61.60762313,26.78177979,2.021677059,10000,-3.365,-3.365
2017,"42_1,1,1_15,10,-5",51.88526671,27.03952055,2.01520669,10000,-3.675,-3.675
2018,"42_1,1,1_15,15,-5",57.0871646,25.64372833,2.050380744,10000,-3.25,-3.25
2019,"42_1,1,1_15,15,0",58.91739814,28.06157332,2.047506489,10000,-3.105,-3.105
2020,"48_1,1,1_-5,5,-5",88.6171057,28.89841347,2.441105363,10000,-4.725,-4.725
2021,"48_1,1,1_-5,10,-5",90.40717393,29.96296885,2.551576756,10000,-3.57,-3.57
2022,"48_1,1,1_0,10,-5",85.05317328,28.37991008,2.451507171,10000,-3.955,-3.955
2023,"61_1,1,1_0,10,-5",69.07988597,29.28860321,1.998527436,10000,-4.52,-4.52
2024,"61_1,1,1_5,10,-5",59.0001415,26.07473172,1.945396875,10000,-4.61,-4.61
2025,"61_1,1,1_5,10,0",62.17327413,28.7153063,1.96702264,10000,-4.26,-4.26
2026,"61_1,1,1_5,15,-5",70.21568492,28.58443315,2.042556272,10000,-4.205,-4.205
2027,"61_1,1,1_10,10,-5",53.47605522,26.09371227,1.953872201,10000,-3.935,-3.935
2028,"61_1,1,1_10,10,0",56.43500378,29.32065745,1.964812909,10000,-3.31,-3.31
2029,"61_1,1,1_10,15,-5",61.0224229,24.97747081,2.020130357,10000,-3.42,-3.42
2030,"61_1,1,1_15,10,-5",55.39343318,29.51296925,2.023117525,10000,-3.36,-3.36
2031,"61_1,1,1_15,15,-5",59.50704352,26.50604154,2.057276854,10000,-2.74,-2.74
2032,"66_1,1,1_-5,0,0",84.4899758,28.52806328,1.650612009,10000,-4.655,-4.655
2033,"66_1,1,1_-5,0,5",81.42263985,29.02565462,1.66667551,10000,-4.03,-4.03
2034,"66_1,1,1_0,0,0",79.86222208,29.79006518,1.639059298,10000,-4.22,-4.22
2035,"67_1,1,1_5,0,-5",90.8802569,28.43169567,4.372098044,10000,-3.03,-3.03
2036,"68_1,1,1_0,10,-5",68.551808,27.76067839,1.892567746,10000,-4.645,-4.645
2037,"68_1,1,1_5,10,-5",58.03059543,26.25451697,1.850958681,10000,-4.595,-4.595
2038,"68_1,1,1_5,15,-5",69.25171906,27.77904653,1.929523093,10000,-4.325,-4.325
2039,"68_1,1,1_10,10,-5",54.49062613,29.49897302,1.941985126,10000,-4.565,-4.565
2040,"68_1,1,1_10,15,-5",62.09810138,26.97065835,1.985496978,10000,-4.19,-4.19
2041,"71_1,1,1_10,0,-5",92.02422615,28.2620828,3.66333423,10000,-4.19,-4.19
2042,"71_1,1,1_10,5,-5",79.56614096,28.03919756,3.655932624,10000,-6.945,-6.945
2043,"71_1,1,1_15,5,-5",90.77370599,29.6043041,3.712609577,10000,-1.34,-1.34
2044,"81_1,1,1_5,0,-10",86.99628146,27.67143818,3.774191228,10000,-8.045,-8.045
2045,"81_1,1,1_5,0,-5",93.00505039,23.7367837,3.741777992,10000,-5.575,-5.575
2046,"81_1,1,1_5,5,-5",76.14235178,29.66990343,3.712994209,10000,-8.225,-8.225
2047,"81_1,1,1_10,0,-10",93.32809825,28.08280074,3.843843751,10000,-8.04,-8.04
2048,"81_1,1,1_10,5,-5",85.845273,27.62532513,3.76333509,10000,-7.7,-7.7
